,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_kernel,param_max_iter,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
145,0.003021907806396484,0.00023271636311664743,0.0023871421813964843,0.00033903066954319984,3,5,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
146,0.003331160545349121,0.0005110568668351117,0.002343273162841797,0.00040861782855270643,3,5,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
150,0.004172062873840332,0.00030590076405051546,0.003136348724365234,0.0003869537328834582,3,5,poly,1000,1.0,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
305,0.003657674789428711,0.0006491195215910748,0.0023072004318237306,0.000440162650105023,6,4,poly,3000,1.0,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
154,0.004485440254211426,0.0009154813107327086,0.003554964065551758,0.0008017981878244792,3,6,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
109,0.0022862911224365234,0.0003599166775356225,0.0017669677734375,0.00043238444517070543,3,1,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
162,0.0031837701797485353,0.0005749726304319414,0.0022878170013427733,0.0004404566640780265,4,1,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
143,0.003658103942871094,0.0005320657022852993,0.002550077438354492,0.00039914269203616525,3,4,poly,3000,1.0,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
163,0.002970099449157715,0.0002928069860262144,0.0021296977996826173,0.0001522696499365914,4,1,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
171,0.0032867431640625,0.0005772004112673134,0.0025191307067871094,0.0006978130509360011,4,2,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
172,0.003911423683166504,0.0006368807100522679,0.0028549671173095704,0.0007752938833243238,4,2,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
173,0.0037206172943115234,0.0006277941233384116,0.003195953369140625,0.0009162486098740297,4,2,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
180,0.0030682563781738283,0.000339729991312183,0.002271866798400879,0.00043798051645207667,4,3,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
181,0.004806065559387207,0.0012525846945489827,0.002773427963256836,0.0007542061460198017,4,3,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
182,0.004433298110961914,0.0012683769822633849,0.0033792734146118166,0.000775776168238633,4,3,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
189,0.0031481504440307615,0.000332462104361491,0.002414894104003906,0.0004118111270144346,4,4,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
190,0.003388190269470215,0.0003533315473237408,0.0025089502334594725,0.00030811345121901375,4,4,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
164,0.002852940559387207,0.0002060868311341703,0.00211186408996582,0.00015001117386321687,4,1,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
142,0.003412771224975586,0.00027012841425837675,0.002445483207702637,0.0003942176831411594,3,4,poly,2000,1.0,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
155,0.003728771209716797,0.0003565070103427483,0.0026224374771118162,0.00024486212666725344,3,6,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
137,0.0036402225494384767,0.00022981233005050483,0.0027878522872924806,0.0004490488770626369,3,4,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
117,0.0021262407302856446,0.0003274494172165258,0.0015428304672241212,0.0001825233188822698,3,2,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
118,0.002075338363647461,0.00020932106304808314,0.0014792919158935548,0.00020956499985761887,3,2,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
119,0.0019954442977905273,0.00017732641274293147,0.0014822244644165038,0.0002851886356386593,3,2,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
141,0.003476405143737793,0.0002570654162325807,0.002408409118652344,0.000281172483805855,3,4,poly,1000,1.0,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
126,0.0021073102951049806,0.00038057910320929135,0.0015435218811035156,0.00033216539416279484,3,3,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
127,0.0022138118743896484,0.0002058566596010274,0.0015744447708129882,0.00015945501767991124,3,3,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
128,0.0024200201034545897,0.00043668949036027504,0.001906275749206543,0.0004379121895614626,3,3,linear,3000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
135,0.0058528661727905275,0.0013751441157275014,0.004261279106140136,0.000806528932775991,3,4,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
153,0.00477750301361084,0.0006927441103857913,0.003284168243408203,0.000782917228202938,3,6,linear,1000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
136,0.004078078269958496,0.000640600340480902,0.0029507875442504883,0.00047662846349472127,3,4,linear,2000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9733333333333334,0.04422166387140532,166
26,0.002189326286315918,0.0002314670674499421,0.0015145301818847655,0.0001672950126323804,1,3,poly,3000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
98,0.00298917293548584,0.0008434420095934649,0.002062702178955078,0.0007305780204514737,2,5,poly,3000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
97,0.0028032302856445313,0.0003705564604396988,0.0022345542907714843,0.0007349869658878379,2,5,poly,2000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
96,0.0028739213943481446,0.000959514589364877,0.0017582178115844727,0.00033329698382750554,2,5,poly,1000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
231,0.0025658369064331054,0.00028001580447250765,0.0018488645553588867,0.000167185902729438,5,2,poly,1000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
179,0.003172755241394043,0.0004942176908928576,0.002191638946533203,0.00032130942595027883,4,2,poly,3000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
204,0.0034015655517578127,0.0002270098416258099,0.0023798704147338866,0.00028149780757430476,4,5,poly,1000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
205,0.003481006622314453,0.000521059484055898,0.002244234085083008,0.0005055906097360013,4,5,poly,2000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
206,0.003514862060546875,0.00026002462333720794,0.0022212505340576173,0.0003857748791916138,4,5,poly,3000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
178,0.0031345129013061524,0.00024054578368305077,0.002362680435180664,0.00046643724567684307,4,2,poly,2000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
232,0.002631807327270508,0.0002452260945121825,0.001800370216369629,0.00016291886790906099,5,2,poly,2000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
260,0.003067421913146973,0.00030684782443805207,0.0018916845321655274,0.0001473157145842652,5,5,poly,3000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
177,0.0033973932266235353,0.0006625088805531893,0.0023898839950561523,0.000494989934849782,4,2,poly,1000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
287,0.007904958724975587,0.001185277749767468,0.005363607406616211,0.0009714945920197178,6,2,poly,3000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
25,0.002164411544799805,0.00036339089708165,0.0016136646270751953,0.00030783040332994164,1,3,poly,2000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
24,0.0020858049392700195,0.00017872179359497187,0.0015418052673339844,0.00018223022475057383,1,3,poly,1000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
314,0.005081868171691895,0.00037912289792255084,0.0035199642181396483,0.0007457551731405378,6,5,poly,3000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
233,0.0026376008987426757,0.00030206748498555524,0.0017657279968261719,0.00016208872677967131,5,2,poly,3000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
152,0.005610156059265137,0.0013622997188432776,0.0033862829208374024,0.0007916133740808409,3,5,poly,3000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
286,0.005759334564208985,0.0007217981197729027,0.004312729835510254,0.0009353374748716091,6,2,poly,2000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
313,0.004770040512084961,0.0006470569811351723,0.0029431819915771485,0.000499258640171849,6,5,poly,2000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
151,0.004348397254943848,0.0004853067922471164,0.0036067724227905273,0.0010782430009740737,3,5,poly,2000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
285,0.0061585426330566405,0.000841176460442161,0.004764246940612793,0.0005272625238141041,6,2,poly,1000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
259,0.0029714822769165037,0.00024866989337720834,0.001967120170593262,0.00022012897162319668,5,5,poly,2000,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9666666666666668,0.04472135954999579,278
312,0.004371762275695801,0.0007256685960691003,0.0030486345291137694,0.0004636043900231419,6,5,poly,1000,1.0,1.0,1.0,1.0,0.8666666666666667,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9666666666666668,0.053748384988656986,278
8,0.0027854442596435547,0.0009018605610602245,0.0017903566360473633,0.0003533188151766781,1,1,poly,3000,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,1.0,0.9666666666666666,0.033333333333333326,303
53,0.00264739990234375,0.00039514481425728583,0.001587677001953125,0.0002952621118309311,1,6,poly,3000,1.0,0.9333333333333333,1.0,0.9333333333333333,0.9333333333333333,1.0,0.8666666666666667,1.0,1.0,1.0,0.9666666666666666,0.04472135954999579,303
6,0.0031960010528564453,0.0010909121419331504,0.0018204450607299805,0.00039020237948666223,1,1,poly,1000,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,1.0,0.9666666666666666,0.033333333333333326,303
7,0.0028165578842163086,0.0007707650698590608,0.001967906951904297,0.0006494575047242099,1,1,poly,2000,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,1.0,0.9666666666666666,0.033333333333333326,303
105,0.002882695198059082,0.00048592321526250257,0.0018424272537231445,0.00040796799313435976,2,6,poly,1000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9600000000000002,0.05333333333333332,307
161,0.00420832633972168,0.0002692889459672509,0.0026354551315307616,0.0004525421090424814,3,6,poly,3000,1.0,0.9333333333333333,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.96,0.044221663871405324,308
107,0.002611994743347168,9.648981344799428e-05,0.0016644716262817383,0.0002947534296211786,2,6,poly,3000,1.0,0.9333333333333333,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.96,0.044221663871405324,308
52,0.0023282527923583984,0.0001583303372325536,0.0015692710876464844,0.00020034014006058772,1,6,poly,2000,1.0,0.9333333333333333,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.96,0.044221663871405324,308
258,0.002840757369995117,0.0003130376020614832,0.0017688274383544922,0.00014599407459131802,5,5,poly,1000,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.8,0.8666666666666667,1.0,1.0,1.0,0.9533333333333334,0.06699917080747259,311
215,0.004816651344299316,0.0011341171508683005,0.003063678741455078,0.000739261878121542,4,6,poly,3000,1.0,0.9333333333333333,1.0,0.8666666666666667,0.8666666666666667,1.0,0.8666666666666667,1.0,1.0,1.0,0.9533333333333334,0.059999999999999984,311
160,0.00428774356842041,0.000705553309622269,0.002595400810241699,0.0003593143980592505,3,6,poly,2000,1.0,0.9333333333333333,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9533333333333334,0.052068331172711015,311
51,0.0024480581283569335,0.000282235427696083,0.0015508413314819336,0.00023410279003650432,1,6,poly,1000,1.0,0.9333333333333333,1.0,0.9333333333333333,0.9333333333333333,0.8666666666666667,0.8666666666666667,1.0,1.0,1.0,0.9533333333333334,0.052068331172711015,311
323,0.003595137596130371,0.000320293731370879,0.0020370006561279295,0.00015509662025243705,6,6,poly,3000,1.0,0.9333333333333333,1.0,1.0,0.8666666666666667,0.9333333333333333,0.8666666666666667,1.0,0.9333333333333333,1.0,0.9533333333333334,0.052068331172711015,311
214,0.004038214683532715,0.00030012282352803965,0.0028199672698974608,0.000656018533915743,4,6,poly,2000,1.0,0.9333333333333333,1.0,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9466666666666667,0.0581186525805423,316
213,0.0040740489959716795,0.000509410469979229,0.0028032541275024416,0.0006222826040659343,4,6,poly,1000,0.9333333333333333,0.9333333333333333,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9466666666666667,0.04988876515698587,316
106,0.0030564785003662108,0.0005789169240241499,0.0018340110778808593,0.0003983700815342227,2,6,poly,2000,1.0,0.9333333333333333,1.0,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667,1.0,1.0,1.0,0.9466666666666667,0.0581186525805423,316
322,0.0035722970962524412,0.000324179050086333,0.0021329402923583986,0.00021258269562205633,6,6,poly,2000,1.0,0.9333333333333333,1.0,0.8,0.8666666666666667,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9400000000000001,0.06960204339273698,319
269,0.00453643798828125,0.0011194176904508115,0.0025795698165893555,0.0004462447018300478,5,6,poly,3000,1.0,0.9333333333333333,1.0,0.8,0.8666666666666667,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9400000000000001,0.06960204339273698,319
268,0.004306817054748535,0.0008450804867720035,0.002439546585083008,0.00032135049516181414,5,6,poly,2000,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9333333333333333,1.0,0.9333333333333333,0.04216370213557838,321
267,0.004698896408081054,0.0008162236652393645,0.003235602378845215,0.0005705668780206411,5,6,poly,1000,0.8666666666666667,0.9333333333333333,1.0,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,1.0,1.0,1.0,0.9266666666666667,0.06289320754704401,322
159,0.00461883544921875,0.0008080663665492473,0.0029562234878540037,0.0006355623930347414,3,6,poly,1000,0.8,0.9333333333333333,1.0,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.8666666666666667,1.0,1.0,1.0,0.9266666666666667,0.06960204339273698,322
321,0.003382587432861328,0.00041256340023257024,0.0022103548049926757,0.0002232897476362842,6,6,poly,1000,0.8666666666666667,0.9333333333333333,1.0,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,1.0,1.0,1.0,0.9266666666666667,0.06289320754704401,322
